,n,p,Original_1,TDA_1,Original_2,TDA_2,Original_3,TDA_3,Original_4,TDA_4
0,43,0.36,246.8343625792626,7.757776246392613,530.1466858500315,7.549241367808467,1214.3920905266868,11.320278960791404,1991.3140074215455,12.608134419469584
1,38,0.34,109.34954057235008,12.445517318468866,372.6851762826395,13.08430186784934,848.0197078268326,11.007103679064784,1479.288874952821,12.461456467433392
2,42,0.28,144.2185664746242,10.510292281136438,516.4164114804364,9.715654650248979,945.5992798813759,11.852701248933599,1854.003271074088,12.09032631368771
3,46,0.29,193.40414381730432,6.636335162686925,593.9553920405134,11.147577669130165,1334.977459080006,12.118362679431087,2399.556684874548,10.629081910849525
4,44,0.29,160.25800014113798,10.424263184765422,545.6904099235718,17.880046668425685,1224.1643629886212,14.3106230986049,2012.1565523880483,10.477194120271793
5,49,0.31,317.0152391087314,8.752991806907573,901.7910188167767,13.08956928996955,1766.361635827571,12.541957765129345,3009.3274029141176,11.258656797360388
6,47,0.22,227.5967890950585,10.518088503955726,727.1584185925972,10.137342412274903,1362.0458618729183,9.292533970916711,2592.644157174562,15.03542840654793
7,45,0.38,181.02464050360288,15.025286311612925,618.8106922750056,7.805347369700635,1302.4093455148666,10.125337775618172,2227.295455656269,10.637894852076892
8,45,0.24,168.98998973899228,11.834480239210034,564.8143271225777,10.277093768762638,1364.729940683759,12.425912555108548,2147.0852508107296,11.277625878979201
9,33,0.34,117.90265508767767,8.786017318369005,235.15715804990393,12.661404129913192,498.31449006076826,10.736076020128351,887.5549741429618,12.078991822094135
10,42,0.35,223.95046405872696,8.325266192017406,490.0758290776331,12.17037845917083,1124.932457737199,9.770426096755614,1918.4564759056977,12.213350170018925
11,32,0.25,63.14784281601921,8.723572141260851,226.1686638047413,9.358820017390785,494.53065406150995,10.233871088975055,861.4972019628918,12.630062614569054
12,41,0.38,124.09148394915778,5.180384718490096,454.6112509436776,13.220382895864162,916.7519302672591,10.55942224383359,1855.3722125797892,9.58638752351216
13,33,0.36,110.88198883987167,9.387792926077967,242.60903243181997,16.42784923566074,501.7717189475031,7.786857875323374,1004.5604275367921,9.075034177229277
14,36,0.27,118.67698141790032,15.655744291372196,403.54297262963416,12.079582787390265,642.2184630994525,13.528835056321162,1157.6846765278265,13.214108061893842
15,31,0.23,85.9068861445093,5.003872427836324,248.1211314002358,14.69395442614973,475.6102036610612,10.818496152829724,750.1356934455135,14.585838810817677
16,30,0.31,89.75358550790216,5.522501978624305,187.3879943872325,12.79695806935094,428.0381185188116,10.487136423978939,649.382967004506,22.313274982191306
17,49,0.35,220.70081397790526,18.328866351002734,737.1391996826644,16.27583639480664,1679.907136312496,10.522524278549758,2878.987198458391,12.13724372261701
18,42,0.35,162.2969710833701,9.626020832045686,514.5934149522626,10.950536014925266,1081.1839103064603,8.66225401288993,2023.7892035931927,8.060382625307508
19,50,0.32,169.39203658319227,10.99701764346095,747.2461971179126,12.003664973328323,1851.6659484110287,12.706199303195106,2902.0610502247264,9.800123626174047
20,39,0.24,164.82167918900598,11.311451179149392,448.1749580535932,14.378235806691308,833.2417085680698,11.40456950604027,1474.4544194532275,13.610061211920211
21,45,0.28,188.46880039105204,12.080903681148532,621.1263926082455,13.17981435225646,1338.3486898525778,8.805224229800588,2186.1857383408856,11.485721807240335
22,34,0.35,44.265952759732656,7.30950876625907,273.4557310011898,12.36560343785947,536.1496376187938,10.196625522961895,985.7521362851877,14.794523004732056
23,47,0.29,231.25911985146593,9.932139767957327,735.6772336948512,8.47908030126457,1434.5642138673884,13.175795914473925,2514.338130181488,11.395156853545426
24,32,0.37,46.18833238924543,9.69193488020732,249.92145569252438,14.686100337625806,474.6668626325909,13.50471332243166,833.6475424573259,13.97850879405505
25,38,0.3,140.52581092658343,7.941673244637114,314.09025795054794,13.755583328682595,805.3081220517047,11.884847640965786,1417.5530162754171,11.649543429212294
26,35,0.33,109.03317308716102,9.398734486589717,336.05375816135484,10.02574848530371,650.9290805824353,14.47456185167023,1080.2969681469788,16.694332777520597
27,32,0.39,88.8509489582674,10.832957658851132,219.12044172548025,12.103482667309024,538.8344996808556,17.206088307212916,897.5157361394796,8.686634525399715
28,42,0.23,127.4781806844584,14.925212713117125,447.2374751621078,7.3336823245180005,1032.1932122339338,14.626009920566881,1745.5634900569287,14.302999897988196
29,31,0.37,131.99060493261666,9.019907655963184,318.1455174269844,8.335483194037737,490.48698351833144,9.2901713185662,827.3902116810091,14.946647404958819
